,0,1
0,0.6054695568209709,0.547281887552297
1,0.5908615905474492,0.5495820027102218
2,0.5489404353844966,0.551625287137827
3,0.6033196699548861,0.5506090304282963
4,0.601742992490393,0.5503738622494565
5,0.5515320618980056,0.546950073730693
6,0.5487464754522681,0.5535879491290585
7,0.6045558268973434,0.5495542252615674
8,0.6015073594566875,0.5491887768696464
9,0.5461385278833555,0.9275135893358204
10,0.6012436026262546,0.5496913896707977
11,0.5509053370830989,0.9221496811893732
12,0.5493805833538972,0.936072051121398
13,0.5461044652248292,0.9208942469374787
14,0.5523662069551047,0.9244908710736173
15,0.5577372428836311,0.5409328821852253
16,0.5531479396331815,0.5496492161334099
17,0.5419431809360582,0.9272750794035213
18,0.6000762709531283,0.5479041096681336
19,0.5507925744217653,0.5489129091245765
20,0.5588630381468271,0.5457004669663298
21,0.6006175588702307,0.5541528233478767
22,0.6029684063360428,0.5520765562710419
23,0.5559208565496194,0.9282302579302169
24,0.5494462301405549,0.547096013883717
25,0.550354183219723,0.5550518774028979
26,0.6061712980799326,0.5513903831304543
27,0.5457587804247634,0.5435421864860077
28,0.5470226983495781,0.9275702045010565
29,0.5522747612076624,0.9251572173262044
30,0.5526897380648245,0.9214402988950017
31,0.5939890197797093,0.5558391841615318
32,0.5503700480029796,0.9262838324178129
33,0.6043236831773717,0.5428475069322676
34,0.6046714336318108,0.5509155203471228
35,0.5540626759426359,0.9281834617991123
36,0.5580375352222752,0.9259752137644363
37,0.5534212475003577,0.91507070819905
38,0.5562502502393756,0.5479194420999706
39,0.5552260031357429,0.5422663796580258
40,0.6099499213009665,0.542977196956584
41,0.5531128139856477,0.9202577085048016
42,0.6037677615137712,0.5490670126281232
43,0.5468916657613143,0.5505158149821998
44,0.6011398814165314,0.5570124332873793
45,0.5521088957732524,0.9252005322060086
46,0.5523121039498637,0.9244465107384601
47,0.5961125999604706,0.5588380047697525
48,0.5533685803738252,0.5568351635209705
49,0.6021149195476599,0.5537973131835932
50,0.5584424852709814,0.9356303525611358
51,0.5530207682054004,0.9218801790326057
52,0.5462116292928771,0.5562414989366017
53,0.5471674488535063,0.5528217243278923
54,0.5484193815625605,0.93645416360598
55,0.5482958585839894,0.9229551352093968
56,0.5501144298740719,0.5534169211529735
57,0.604992550867755,0.5470299029023479
58,0.5509060713331769,0.5444481847263185
59,0.6080488840420175,0.5437862714236771
60,0.5513906442285422,0.5455976160187523
61,0.5491511298837413,0.9236766368726345
62,0.5990538040911353,0.5505403132754239
63,0.5479489624115911,0.9270556479678482
64,0.5484591462968045,0.9291412782477405
65,0.5971258034773641,0.552665859913998
66,0.5443520242034756,0.5557097125968952
67,0.5509813510377317,0.9243061846898382
68,0.5556767267395007,0.5381826569760999
69,0.6007553345723486,0.5471973154080644
70,0.551553771155402,0.9225250536826806
71,0.5509196528891762,0.5542861713742155
72,0.5393258259174638,0.9286832778520132
73,0.5494457776957125,0.9231236192282057
74,0.5516539856482645,0.5595691019378453
75,0.6026681383752751,0.5575342532067274
76,0.5532814203938852,0.5447087171904559
77,0.5610595743708252,0.9261024353225977
78,0.6002622458789545,0.5489696879416531
79,0.541306728525023,0.5496875420334969
80,0.5511411938671902,0.5504012529387238
81,0.5545859801027201,0.5491670021402533
82,0.5494430831466435,0.5543670911727101
83,0.5462602312926372,0.5584591306378658
84,0.5522376034544676,0.5602101437349949
85,0.5586953651394644,0.926583993079466
86,0.5517342966742449,0.552941470819597
87,0.5495401335049707,0.5526690545614128
88,0.6008284349859675,0.5511641614936358
89,0.6005032245669942,0.5538857325953858
90,0.5531868090703067,0.5449149293176649
91,0.5445466255667094,0.551378590220168
92,0.5429167749916248,0.9312184356815465
93,0.59815467421149,0.5458322136696278
94,0.5518649689453146,0.5536498779820692
95,0.5983898444350384,0.562372097040624
96,0.5548041000204644,0.5457497381140339
97,0.5932986800907851,0.5529686257646353
98,0.5449526008661234,0.5448098061772859
99,0.5500656445348626,0.5497423503609764
